parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status
PARCEL_015,2026-03-01,0.797,20.6,0.0,OK
PARCEL_012,2026-02-19,1.086,20.2,0.0,ERROR
PARCEL_019,2026-03-26,0.652,34.0,0.0,OK
PARCEL_017,2026-03-10,0.496,28.8,0.0,OK
PARCEL_007,2026-02-02,0.461,24.1,0.0,OK
PARCEL_006,27/03/2026,0.6,25.4,0.0,OK
PARCEL_001,2026-03-27,0.755,34.9,0.0,OK
PARCEL_015,2026-02-17,0.709,26.3,0.0,Error
PARCEL_003,16/03/2026,0.609,18.6,2.7,OK
PARCEL_004,2026-02-23,0.614,22.7,0.0,OK
PARCEL_016,2026-05-17,0.472,26.6,0.0,OK
PARCEL_013,24-Mar-2026,0.218,26.1,0.0,OK
PARCEL_004,26-May-2026,0.39,25.9,9.4,OK
PARCEL_010,2026-01-10,0.398,28.4,0.0,OK
PARCEL_004,2026-05-07,0.409,31.8,0.0,OK
PARCEL_010,2026-04-03,0.727,30.1,3.5,OK
PARCEL_004,2026-05-19,0.669,24.1,0.0,OK
PARCEL_007,2026-03-02,0.745,34.3,0.0,OK
PARCEL_012,2026-02-06,0.099,29.3,0.0,OK
PARCEL_008,02/02/2026,0.421,30.1,0.0,OK
PARCEL_013,2026-04-24,0.428,16.7,7.3,OK
PARCEL_006,29/05/2026,0.475,21.5,0.0,OK
PARCEL_019,2026-05-28,0.429,33.5,0.0,OK
PARCEL_016,2026-02-28,0.233,29.0,0.0,OK
PARCEL_006,2026-01-14,0.046,20.7,0.0,OK
PARCEL_006,2026-02-21,0.246,25.7,0.0,OK
PARCEL_098,19/01/2026,0.237,29.3,6.7,ok
PARCEL_023,2026-02-27,0.53,23.1,0.0,OK
PARCEL_011,26/01/2026,0.14,21.7,0.0,OK
PARCEL_009,2026-03-11,-1.613,31.1,0.0,error
PARCEL_006,05/05/2026,0.572,19.5,0.0,OK
PARCEL_019,2026-01-26,0.388,35.0,0.0,OK
PARCEL_024,2026-03-20,0.524,18.9,0.0,OK
PARCEL_016,2026-05-30,0.509,33.6,0.0,OK
PARCEL_011,02-Jan-2026,0.217,20.9,0.0,OK
PARCEL_010,2026-05-01,0.501,26.8,0.0,ERROR
PARCEL_007,2026-01-05,0.156,25.6,0.0,OK
PARCEL_021,19-Apr-2026,0.616,21.4,0.0,OK
PARCEL_007,2026-04-28,0.594,25.2,0.0,OK
PARCEL_023,13/01/2026,0.168,20.7,0.0,OK
PARCEL_016,23/01/2026,0.109,20.7,0.0,OK
PARCEL_018,2026-03-15,0.669,27.4,0.0,OK
PARCEL_006,2026-05-04,0.863,27.6,0.0,OK
PARCEL_016,2026-01-09,0.189,33.1,0.0,OK
PARCEL_005,2026-05-25,0.621,16.1,0.0,OK
PARCEL_025,2026-05-25,0.464,35.3,0.0,OK
PARCEL_014,2026-01-26,0.325,21.6,0.0,OK
PARCEL_021,2026-05-16,0.418,35.1,0.0,ok
PARCEL_004,11/04/2026,0.539,22.9,0.0,OK
PARCEL_008,25/03/2026,0.604,19.9,7.4,OK
PARCEL_008,2026-03-14,0.458,21.0,0.0,OK 
PARCEL_020,28/04/2026,0.669,19.4,0.0,OK
PARCEL_008,2026-05-09,0.438,15.9,3.6,OK
PARCEL_015,2026-03-15,0.666,26.9,0.0,OK
PARCEL_020,2026-05-07,0.763,16.6,0.0,OK
PARCEL_007,2026-02-08,0.138,16.5,0.0,OK
PARCEL_024,2026-02-19,0.523,33.6,0.0,OK
PARCEL_004,2026-01-08,0.408,25.6,0.0,OK
PARCEL_001,2026-05-27,0.469,24.1,0.0,OK
PARCEL_011,2026-01-23,0.033,30.1,0.0, OK
PARCEL_019,2026-04-03,0.721,23.6,0.0,OK
PARCEL_015,31/01/2026,0.282,32.0,0.0,OK
PARCEL_025,12/02/2026,0.337,25.8,0.0,OK
PARCEL_009,2026-03-03,0.189,16.8,0.0,OK
PARCEL_011,2026-04-10,0.648,22.1,5.4,OK
PARCEL_017,2026-05-28,0.544,19.9,0.0,error
PARCEL_024,2026-02-26,0.447,15.9,0.0,OK
PARCEL_004,2026-01-17,0.299,16.6,0.0,error
PARCEL_008,2026-01-06,0.277,25.8,0.6,OK
PARCEL_004,2026-02-27,0.573,16.2,0.0,NA
PARCEL_001,2026-04-30,0.753,35.1,0.0,OK
PARCEL_022,2026-02-15,0.666,23.4,5.0,OK
PARCEL_024,2026-02-18,0.323,19.8,0.0,OK
PARCEL_008,2026-02-27,0.688,15.8,0.0,OK
PARCEL_012,22/04/2026,0.669,18.5,0.8,OK
PARCEL_024,2026-02-01,0.182,33.2,0.0,OK
PARCEL_005,01-Jan-2026,0.174,17.8,0.0,OK 
PARCEL_024,2026-04-27,0.39,30.1,0.0,OK
PARCEL_010,2026-04-18,0.561,27.4,0.0,OK
PARCEL_010,2026-03-14,0.605,32.0,0.0,OK 
PARCEL_010,27-Apr-2026,0.422,30.8,0.0,OK
PARCEL_021,2026-05-29,0.479,20.6,0.0,OK
PARCEL_014,25-Apr-2026,0.519,35.4,0.0,OK
PARCEL_019,04/03/2026,0.682,24.4,0.0,OK
PARCEL_022,28/03/2026,-1.086,35.4,0.0,Error
PARCEL_003,2026-01-11,0.34,18.3,0.0,error
PARCEL_003,19/04/2026,0.483,35.2,0.0,OK 
PARCEL_016,2026-04-19,0.646,26.2,0.0,OK
PARCEL_019,21-Apr-2026,0.481,24.0,0.0,OK
PARCEL_002,2026-05-03,0.705,35.0,0.0,OK
PARCEL_001,2026-05-26,0.479,28.9,0.0,OK
PARCEL_099,27-Jan-2026,0.184,22.0,0.0,OK
PARCEL_011,2026-01-06,0.143,35.0,5.3,OK
PARCEL_019,2026-05-07,0.741,18.0,0.0,Error
PARCEL_023,2026-03-02,0.772,26.4,0.0,OK
PARCEL_006,2026-05-13,0.483,21.3,0.0,OK
PARCEL_020,2026-05-21,0.598,28.1,0.0,OK
PARCEL_005,2026-01-05,0.143,22.2,0.0,OK
PARCEL_025,2026-03-21,0.486,16.0,7.3,OK
PARCEL_009,2026-03-19,0.358,17.1,0.0,OK
PARCEL_009,26-Feb-2026,0.359,16.9,0.0,OK
PARCEL_018,2026-01-16,0.28,21.9,0.0,OK
PARCEL_013,2026-01-31,0.151,16.8,0.0,OK
PARCEL_006,2026-04-20,0.599,32.6,0.0,OK
PARCEL_021,2026-03-11,0.447,23.8,0.0,OK
PARCEL_015,2026-02-05,0.771,31.2,0.0,OK
PARCEL_016,24/02/2026,0.364,28.8,0.0,NaN
PARCEL_005,2026-01-30,0.113,19.1,0.0,OK
PARCEL_019,14-Apr-2026,0.828,20.8,0.0,
PARCEL_023,2026-05-26,0.664,16.7,0.0,OK
PARCEL_021,08-Mar-2026,0.163,28.1,0.0,OK
PARCEL_010,2026-05-06,0.457,15.8,0.0,OK
PARCEL_005,2026-04-13,0.44,21.6,0.0,OK
PARCEL_007,15-Jan-2026,0.165,23.8,0.0,ERROR
PARCEL_007,2026-03-30,0.67,32.5,0.0,OK
PARCEL_016,2026-02-07,0.336,20.6,0.0,OK
PARCEL_017,2026-02-15,0.516,28.9,0.0,OK
PARCEL_021,2026-04-18,0.483,16.9,0.0,OK
PARCEL_004,2026-04-22,0.488,32.1,0.0,OK
PARCEL_020,2026-04-05,0.788,27.0,0.0,OK
PARCEL_017,2026-04-23,0.584,32.8,0.0,OK
PARCEL_018,2026-04-09,0.543,34.2,0.0,OK
PARCEL_014,2026-03-08,-1.273,25.2,0.0,ERROR
PARCEL_012,2026-05-06,0.686,24.1,0.0,OK
PARCEL_017,2026-01-28,0.283,30.4,2.1,OK
PARCEL_019,2026-02-19,0.517,21.0,0.0,OK
PARCEL_021,2026-03-26,0.704,30.4,0.0,OK
PARCEL_005,02-Apr-2026,0.383,26.9,0.0,OK
PARCEL_021,2026-01-01,0.218,28.5,0.0,OK
PARCEL_014,02/04/2026,0.676,25.6,0.0,OK
PARCEL_007,2026-04-20,0.451,21.5,0.0,OK
PARCEL_021,2026-02-13,0.356,28.1,2.8,OK
PARCEL_006,12/05/2026,0.423,28.2,0.0,OK
PARCEL_005,2026-04-14,0.441,25.4,0.0,OK
PARCEL_013,31-May-2026,0.617,17.3,0.0,OK
PARCEL_015,2026-05-09,1.152,21.9,0.0,error
PARCEL_010,2026-01-27,0.295,30.3,7.9,OK
PARCEL_023,2026-01-12,0.25,20.4,0.0,OK
PARCEL_022,10-Feb-2026,0.358,33.6,0.0,OK
PARCEL_014,2026-05-03,0.384,25.7,1.1,OK
PARCEL_008,23-Jan-2026,0.414,19.7,0.0,OK
PARCEL_020,2026-03-27,0.717,15.5,0.0,OK
PARCEL_021,2026-05-11,0.457,34.4,0.0,OK
PARCEL_020,04/02/2026,0.295,30.9,7.5,OK
PARCEL_012,2026-05-25,0.628,22.4,0.0,OK
PARCEL_008,2026-05-04,0.505,28.6,0.0,error
PARCEL_015,2026-03-31,0.863,35.4,0.0,OK
PARCEL_016,2026-03-13,0.72,27.0,0.0,OK
PARCEL_009,2026-05-24,0.459,34.8,0.0,OK
PARCEL_020,2026-03-03,0.261,32.9,7.2,OK
PARCEL_017,2026-01-04,-1.467,17.5,2.8,ERROR
PARCEL_007,22/01/2026,0.287,33.3,0.0,OK
PARCEL_021,2026-05-31,0.51,17.1,4.8,OK
PARCEL_099,04/03/2026,0.846,28.1,0.0,OK
PARCEL_008,2026-03-11,0.743,28.7,0.0,OK
PARCEL_019,24/04/2026,0.463,22.8,0.0,OK
PARCEL_016,2026-02-23,0.203,16.3,0.0,OK
PARCEL_003,2026-05-17,0.622,33.2,0.0,OK
PARCEL_025,2026-01-02,0.162,24.2,0.0,OK
PARCEL_010,23/04/2026,0.58,34.4,0.0,OK
PARCEL_020,07/01/2026,0.105,22.7,0.0,OK
PARCEL_004,12/05/2026,0.468,31.7,0.0, OK
PARCEL_025,18/02/2026,0.259,34.2,0.0,OK
PARCEL_015,2026-03-05,0.869,25.6,0.0,OK
PARCEL_020,2026-04-25,0.804,21.3,0.0,OK
PARCEL_014,2026-04-29,0.611,22.7,0.0,OK
PARCEL_015,10/04/2026,0.484,17.9,0.0,OK
PARCEL_025,05-Jan-2026,0.142,15.8,0.0,OK
PARCEL_024,2026-04-23,0.458,27.4,3.3,OK
PARCEL_008,2026-02-06,0.43,19.1,0.0,OK
PARCEL_005,2026-03-02,0.232,19.5,0.0,OK
PARCEL_020,2026-04-21,0.539,25.3,0.0,OK
PARCEL_017,10-Feb-2026,0.356,32.0,0.0,OK
PARCEL_021,26/02/2026,0.393,29.4,0.0,NaN
PARCEL_003,2026-04-29,0.414,21.5,0.0,OK
PARCEL_015,01/01/2026,0.204,18.0,0.0,OK
PARCEL_003,2026-04-28,-1.583,35.3,0.0,Error
PARCEL_002,2026-02-26,0.869,27.4,0.0,OK
PARCEL_016,2026-01-29,0.213,16.5,0.0,OK
PARCEL_014,31/05/2026,0.454,29.3,0.0,OK
PARCEL_022,2026-03-24,0.697,29.7,0.0,OK
PARCEL_004,13/03/2026,0.537,34.3,1.3,OK
PARCEL_009,2026-01-30,0.094,19.6,0.0,OK
PARCEL_001,2026-01-18,0.113,33.0,0.0,OK
PARCEL_023,2026-01-05,0.18,32.7,0.0,OK
PARCEL_021,2026-04-28,0.642,21.1,0.0,OK
PARCEL_017,2026-03-19,0.828,16.7,0.0,OK
PARCEL_012,2026-02-12,0.183,18.8,0.0,OK
PARCEL_014,2026-02-21,0.752,30.9,0.0,OK
PARCEL_020,13-May-2026,0.566,22.7,0.0,OK
PARCEL_007,2026-03-19,0.564,24.7,0.0,OK
PARCEL_007,2026-05-05,0.613,21.4,0.0,OK
PARCEL_022,2026-05-23,0.522,18.4,0.0,OK
PARCEL_012,2026-03-05,0.426,29.3,0.0,OK
PARCEL_022,2026-01-27,0.383,15.7,2.9,OK
PARCEL_002,13/03/2026,0.499,35.1,7.0,OK
PARCEL_008,2026-05-07,0.575,30.0,0.0,OK
PARCEL_007,29-Apr-2026,0.485,20.2,0.0,OK
PARCEL_023,04/04/2026,0.619,18.7,0.0,OK
PARCEL_015,2026-04-30,0.511,23.7,3.4,OK
PARCEL_015,2026-02-12,0.681,18.2,0.0,OK
PARCEL_004,2026-01-25,0.198,16.3,0.0,
PARCEL_010,2026-02-08,0.753,17.1,0.0,OK
PARCEL_009,2026-01-06,0.106,26.7,0.0,NaN
PARCEL_009,2026-03-07,0.272,23.9,3.1,OK
PARCEL_013,2026-05-06,0.517,20.7,9.8,OK
PARCEL_010,09-May-2026,0.33,31.0,0.0,ERROR
PARCEL_023,01/02/2026,0.301,29.4,6.6,OK
PARCEL_018,08/02/2026,0.269,32.7,1.2,OK
PARCEL_014,2026-03-02,0.844,18.0,2.4,OK
PARCEL_010,2026-03-29,0.584,21.3,0.0,OK
PARCEL_013,11-Mar-2026,0.389,32.7,0.0,
PARCEL_018,02/03/2026,1.957,24.1,0.0,error
PARCEL_004,2026-03-23,0.734,23.7,0.0,OK
PARCEL_011,10/01/2026,0.239,19.3,0.0,OK
PARCEL_018,07/01/2026,0.041,19.5,0.0,OK
PARCEL_001,05/01/2026,0.083,19.9,0.0,OK
PARCEL_015,2026-02-22,0.556,17.1,3.7,OK
PARCEL_016,2026-02-08,0.387,32.0,0.0,OK
PARCEL_009,09/05/2026,0.576,29.3,0.0,OK
PARCEL_008,2026-03-22,0.789,24.9,0.0,OK
PARCEL_024,2026-03-27,0.408,34.8,0.0,OK
PARCEL_025,2026-05-06,0.772,18.4,0.0,OK
PARCEL_009,2026-03-30,0.807,34.3,3.4,OK
PARCEL_021,2026-04-25,0.417,30.3,0.0,OK
PARCEL_025,2026-03-31,0.746,17.0,0.0,OK
PARCEL_024,21/03/2026,0.335,27.8,0.0,OK
PARCEL_012,2026-01-11,0.306,32.0,2.6,OK
PARCEL_014,2026-01-17,0.224,31.7,0.0,OK
PARCEL_025,2026-03-28,0.81,31.4,0.0,OK
PARCEL_016,2026-05-29,0.508,30.3,0.0,OK
PARCEL_014,2026-03-07,0.762,17.9,4.3,OK
PARCEL_021,01/02/2026,0.281,19.2,0.0,OK
PARCEL_001,2026-03-18,0.663,34.7,1.4,OK
PARCEL_001,22/04/2026,0.849,24.6,0.0,OK
PARCEL_014,09-Feb-2026,0.762,28.7,0.0,OK
PARCEL_022,14/05/2026,0.538,30.7,0.0,OK
PARCEL_003,2026-03-07,0.544,29.3,0.0,OK
PARCEL_001,2026-04-12,0.681,29.1,6.1,OK
PARCEL_003,01/04/2026,0.49,21.5,0.0,OK
PARCEL_021,05-Jan-2026,0.172,17.3,0.0,OK
PARCEL_016,2026-03-28,0.85,26.6,0.0,
PARCEL_016,2026-02-20,0.208,22.2,0.0,OK
PARCEL_002,2026-02-27,0.505,29.8,0.0,OK
PARCEL_019,2026-01-25,0.245,29.4,0.0,OK
PARCEL_010,2026-01-01,0.23,20.4,0.0,NA
PARCEL_003,24/05/2026,0.505,33.8,0.0,NA
PARCEL_009,18-Feb-2026,0.383,28.3,0.0,OK
PARCEL_012,2026-03-18,0.232,20.3,0.0, OK
PARCEL_013,2026-04-12,0.488,26.9,0.0,OK 
PARCEL_006,05/04/2026,0.74,27.9,0.0,NA
PARCEL_014,2026-04-16,0.496,30.6,0.0,OK
PARCEL_025,2026-04-30,0.708,18.8,6.1,ok
PARCEL_002,17/02/2026,0.835,23.7,0.0,ERROR
PARCEL_001,2026-02-26,0.359,17.7,0.0,OK
PARCEL_013,12/05/2026,0.549,23.6,0.0,OK
PARCEL_010,2026-04-19,0.621,30.0,0.0,OK
PARCEL_006,2026-02-16,0.195,21.7,0.0,OK
PARCEL_020,2026-01-10,0.253,33.6,0.0,OK
PARCEL_024,2026-03-07,0.455,16.1,0.0,OK
PARCEL_008,03/05/2026,0.532,28.3,0.0,OK
PARCEL_009,2026-04-13,0.802,30.1,0.0,OK
PARCEL_008,2026-05-17,0.431,27.5,6.7,ERROR
PARCEL_020,2026-03-04,0.188,21.2,0.0,OK
PARCEL_007,2026-02-21,0.682,31.2,0.0,OK
PARCEL_015,2026-04-01,0.607,34.0,0.0,OK
PARCEL_017,2026-01-11,0.111,26.5,0.0,OK
PARCEL_002,2026-01-05,0.055,19.3,0.0,OK
PARCEL_004,2026-04-06,0.611,32.1,6.9,OK
PARCEL_024,2026-02-23,0.509,26.8,0.0,OK
PARCEL_019,2026-02-03,0.161,27.7,0.0,OK
PARCEL_012,2026-04-21,0.506,27.3,0.0,OK
PARCEL_001,2026-04-17,0.788,21.2,0.0,OK
PARCEL_006,2026-05-01,0.633,29.0,5.0,OK
PARCEL_013,2026-04-14,0.406,26.6,1.4,OK
PARCEL_018,2026-04-20,0.479,31.8,0.0,OK
PARCEL_024,2026-01-30,0.15,24.8,0.0,OK
PARCEL_025,2026-04-01,0.676,28.3,0.0,OK
PARCEL_009,2026-04-29,0.676,21.3,1.0,OK
PARCEL_007,2026-05-13,0.579,15.6,0.0,OK
PARCEL_009,20-Apr-2026,0.672,27.6,0.0,OK
PARCEL_023,2026-03-23,0.639,17.1,0.0,OK
PARCEL_010,05/03/2026,0.507,19.9,0.0,OK
PARCEL_002,2026-02-28,0.768,19.2,0.0,OK
PARCEL_003,2026-02-28,0.473,28.6,1.7,OK
PARCEL_025,31/05/2026,0.617,34.9,4.3,error
PARCEL_005,2026-05-08,0.641,30.8,0.0,OK
PARCEL_018,2026-01-01,0.191,30.6,0.0,OK
PARCEL_008,2026-01-15,0.183,34.9,0.0,OK
PARCEL_018,2026-03-25,0.608,26.8,0.0,OK
PARCEL_015,2026-02-28,0.718,17.0,0.0,OK
PARCEL_006,2026-04-02,0.78,30.5,0.0,OK
PARCEL_021,29/03/2026,0.602,29.1,0.0,OK
PARCEL_018,2026-01-05,0.238,22.0,0.0,OK
PARCEL_016,2026-01-03,0.125,23.7,4.3,OK
PARCEL_025,26/04/2026,0.604,21.0,0.0,OK
PARCEL_022,2026-03-15,0.538,30.8,0.0,OK
PARCEL_001,27-Apr-2026,0.706,33.5,0.0,OK
PARCEL_011,2026-05-07,-1.912,24.0,0.0,error
PARCEL_012,2026-03-11,0.374,20.6,4.8,OK
PARCEL_019,11/03/2026,0.828,30.4,1.7,OK
PARCEL_008,28-Mar-2026,0.575,16.1,0.2,NA
PARCEL_016,2026-04-07,0.669,34.9,0.0, OK
PARCEL_023,2026-05-14,0.651,17.5,0.0,OK
PARCEL_009,2026-04-23,0.77,21.1,0.0,OK
PARCEL_017,2026-05-17,0.668,23.7,1.2,OK
PARCEL_013,2026-01-13,0.173,16.3,0.7,OK
PARCEL_024,2026-02-28,1.73,33.9,0.0,ERROR
PARCEL_020,2026-02-24,0.243,32.8,0.0,OK
PARCEL_012,10-Mar-2026,0.304,31.7,0.0,OK
PARCEL_006,2026-03-02,0.239,21.4,10.2,OK
PARCEL_010,03-Feb-2026,0.362,23.7,0.0,OK
PARCEL_015,2026-05-20,0.647,34.9,7.9,OK
PARCEL_013,2026-02-18,0.137,18.3,0.0,OK
PARCEL_009,2026-03-08,0.417,16.7,0.0,OK
PARCEL_018,2026-01-06,0.24,19.5,0.0,OK
PARCEL_008,2026-04-12,0.669,22.5,0.0,OK
PARCEL_013,15/03/2026,0.27,17.4,0.0,OK
PARCEL_007,2026-02-10,0.318,34.6,0.0,OK
PARCEL_012,2026-03-22,0.264,32.2,0.0,OK
PARCEL_019,2026-04-20,0.609,25.7,0.0,NA
PARCEL_008,2026-02-13,0.368,33.1,1.9,OK
PARCEL_010,2026-05-16,0.542,34.3,0.0,OK
PARCEL_020,2026-01-12,0.231,33.3,0.0,OK
PARCEL_006,2026-04-07,0.629,15.9,0.0,OK
PARCEL_004,2026-01-07,0.394,21.5,3.9,NA
PARCEL_004,2026-02-01,0.457,20.5,0.0,OK
PARCEL_010,2026-05-27,0.662,26.8,0.0,OK
PARCEL_009,04-Mar-2026,0.301,27.5,0.0,OK
PARCEL_099,2026-02-14,0.14,23.6,0.8,ok
PARCEL_002,05/05/2026,0.599,19.3,0.0,OK
PARCEL_003,2026-05-01,0.445,19.5,0.0,OK
PARCEL_023,20/02/2026,0.383,25.3,0.0,NaN
PARCEL_007,2026-03-25,0.618,19.6,0.0,ok
PARCEL_020,05/01/2026,0.15,23.8,0.0,OK
PARCEL_015,2026-01-20,0.265,19.9,0.0,OK
PARCEL_013,2026-04-15,0.577,26.7,0.0,OK
PARCEL_025,2026-02-02,0.241,29.6,0.0,OK
PARCEL_006,28/02/2026,0.217,26.4,0.0,OK
PARCEL_019,2026-02-28,0.694,33.1,0.0,NA
PARCEL_005,2026-02-25,0.359,27.8,0.0,error
PARCEL_012,2026-05-16,0.553,20.7,0.0, OK
PARCEL_020,2026-02-14,0.223,27.4,0.0,NA
PARCEL_009,2026-02-27,0.267,26.9,10.3,OK
PARCEL_024,2026-04-07,0.603,27.6,0.0,OK
PARCEL_022,2026-01-25,0.176,25.5,0.0,OK
PARCEL_015,2026-01-21,0.418,27.5,0.0,OK
PARCEL_018,2026-05-01,0.669,29.9,0.0,Error
PARCEL_016,14/03/2026,0.591,18.5,0.0,OK
PARCEL_001,24/04/2026,0.718,28.4,3.1,ok
PARCEL_013,2026-02-15,0.165,18.1,0.0,OK
PARCEL_010,2026-03-30,0.673,30.4,0.0,OK
PARCEL_008,2026-03-15,0.761,28.2,1.1, OK
PARCEL_017,2026-01-16,-1.786,17.6,3.0,Error
PARCEL_005,2026-01-23,0.18,17.4,0.0,OK
PARCEL_004,2026-01-04,0.318,23.9,0.0,OK
PARCEL_014,2026-03-22,0.715,32.1,0.0,error
PARCEL_018,2026-03-12,0.741,20.4,0.0,OK
PARCEL_023,2026-01-27,0.139,24.5,8.3, OK
PARCEL_006,2026-03-28,0.574,25.5,0.0,OK
PARCEL_013,2026-02-11,0.129,34.0,0.0,ERROR
PARCEL_005,2026-02-09,0.365,21.4,0.0,OK
PARCEL_001,24-May-2026,0.697,25.9,4.6,OK
PARCEL_024,31/03/2026,0.71,31.2,0.0,OK
PARCEL_014,18/01/2026,0.352,24.8,0.0,OK
PARCEL_006,13-Mar-2026,0.799,30.2,0.0,OK
PARCEL_017,2026-05-19,0.638,30.9,0.0,OK
PARCEL_018,2026-04-21,0.442,29.5,0.0,
PARCEL_011,2026-02-01,0.199,29.6,0.0,OK
PARCEL_003,2026-02-03,0.131,20.4,0.4,OK
PARCEL_008,2026-03-02,0.845,26.0,0.0,OK
PARCEL_003,2026-02-16,0.191,26.1,0.0,OK
PARCEL_012,15-Apr-2026,0.647,33.8,0.0,OK
PARCEL_003,2026-02-20,0.379,28.3,0.0,OK
PARCEL_012,30/04/2026,0.778,17.1,9.9,OK
PARCEL_015,2026-01-28,0.466,30.9,0.0,OK
PARCEL_018,18/01/2026,0.389,23.7,3.5,OK
PARCEL_006,2026-04-13,0.738,26.9,5.3,OK
PARCEL_001,2026-02-18,0.204,17.0,9.3,OK
PARCEL_018,22/02/2026,0.656,29.6,0.0,OK
PARCEL_012,2026-01-12,0.159,21.6,0.0,OK
PARCEL_020,2026-03-19,0.276,31.7,1.3,OK
PARCEL_024,19-Jan-2026,0.398,24.3,0.0,OK
PARCEL_014,2026-03-31,0.666,28.7,0.3,OK
PARCEL_025,24-Feb-2026,0.447,35.1,0.0,OK
PARCEL_007,30/04/2026,0.743,23.5,0.0,OK
PARCEL_025,2026-04-13,0.677,23.3,0.0,OK
PARCEL_003,2026-03-22,0.586,32.8,0.0,NaN
PARCEL_001,10/03/2026,0.365,21.8,0.0,OK 
PARCEL_015,2026-02-23,0.521,34.2,0.0,OK
PARCEL_004,2026-02-16,0.593,24.4,0.0,OK
PARCEL_009,2026-05-05,0.543,23.0,0.0,OK
PARCEL_018,03-Jan-2026,0.114,23.9,0.0,OK
PARCEL_021,2026-05-23,0.488,29.3,0.0,OK
PARCEL_003,2026-02-18,0.223,25.6,0.0,OK
PARCEL_020,2026-02-12,0.174,30.5,0.0,OK
PARCEL_008,2026-02-23,0.582,31.7,0.0,OK
PARCEL_014,2026-01-24,-1.755,21.3,1.6,ERROR
PARCEL_022,2026-04-03,0.719,25.3,0.0,OK
PARCEL_007,24-Feb-2026,0.628,15.9,0.0,OK
PARCEL_017,25/03/2026,0.645,27.9,0.0,OK
PARCEL_006,2026-01-24,0.087,17.2,0.0,OK
PARCEL_009,2026-03-16,0.467,18.1,0.0,OK
PARCEL_011,28/01/2026,0.181,25.2,0.0,OK
PARCEL_003,25-May-2026,0.624,27.4,0.0,error
PARCEL_002,2026-05-26,0.702,25.2,0.0,OK
PARCEL_021,2026-05-18,0.645,24.4,0.0,OK
PARCEL_007,28-Mar-2026,0.708,30.8,0.0,
PARCEL_002,2026-03-27,0.727,17.1,0.0,OK 
PARCEL_020,2026-03-13,0.265,33.5,0.8,OK
PARCEL_011,2026-05-11,0.628,18.2,0.0,OK 
PARCEL_004,2026-05-30,0.481,29.9,0.0,OK
PARCEL_007,2026-05-23,0.39,24.0,1.6,OK
PARCEL_007,2026-02-13,0.411,19.2,0.0,OK
PARCEL_014,2026-05-19,0.517,20.7,0.0,Error
PARCEL_011,2026-02-20,0.178,15.5,0.0,OK
PARCEL_024,25-Feb-2026,0.489,25.6,0.0,ok
PARCEL_005,2026-04-12,0.48,18.3,0.0,OK
PARCEL_013,2026-03-17,0.296,32.6,0.0,NA
PARCEL_018,2026-03-03,0.651,30.3,7.4,OK
PARCEL_005,2026-02-12,0.308,15.4,0.0,OK
PARCEL_015,2026-04-17,0.46,20.8,0.0,OK
PARCEL_024,13/03/2026,0.448,25.7,0.0,OK
PARCEL_006,01-Jan-2026,0.176,28.4,0.0,OK
PARCEL_015,2026-05-14,0.621,24.2,0.0,OK
PARCEL_021,2026-02-02,0.188,28.1,0.0,OK
PARCEL_011,2026-04-20,0.54,35.1,0.0,OK
PARCEL_025,2026-04-05,0.696,16.8,0.0,OK
PARCEL_023,2026-03-28,0.717,34.1,0.0,OK
PARCEL_001,2026-02-09,0.221,26.9,0.0,OK
PARCEL_001,2026-04-01,0.497,29.7,0.0,OK
PARCEL_019,2026-01-31,0.376,23.9,6.7,OK
PARCEL_019,2026-05-11,-1.755,20.9,0.0,Error
PARCEL_009,28-May-2026,0.693,24.9,0.0,OK
PARCEL_025,2026-03-14,0.588,32.6,0.0,OK 
PARCEL_016,2026-02-19,0.316,33.9,0.0,OK
PARCEL_023,2026-04-06,0.499,30.9,0.0,OK
PARCEL_019,14/02/2026,0.235,26.7,8.7,OK
PARCEL_015,2026-03-02,0.635,30.7,0.0,OK
PARCEL_012,17/01/2026,0.316,24.7,3.8,OK
PARCEL_016,2026-02-27,0.49,30.4,0.0,OK
PARCEL_013,2026-05-03,0.601,34.6,5.2,OK
PARCEL_003,04/02/2026,0.131,24.7,0.0,OK
PARCEL_021,2026-02-19,0.047,21.3,0.0,OK
PARCEL_008,2026-04-24,0.575,30.9,0.0,OK
PARCEL_004,2026-02-06,0.548,34.7,0.0,OK
PARCEL_025,01/01/2026,0.249,18.5,8.0,OK 
PARCEL_099,16/02/2026,0.365,23.3,0.0,OK
PARCEL_011,2026-04-14,0.5,32.4,9.3,ok
PARCEL_014,2026-01-31,0.477,29.9,0.0,OK
PARCEL_005,2026-02-11,0.285,35.0,0.0, OK
PARCEL_006,2026-04-01,0.795,17.7,0.0,OK
PARCEL_003,2026-04-15,0.686,32.3,0.0,OK
PARCEL_014,2026-01-19,0.258,27.5,0.0,OK
PARCEL_009,2026-04-10,0.685,17.0,0.0,OK
PARCEL_021,2026-02-20,0.192,25.3,0.0,OK
PARCEL_005,13/01/2026,0.134,25.5,4.1,OK
PARCEL_008,2026-03-07,0.831,25.7,0.0,OK
PARCEL_016,16/05/2026,0.518,28.6,0.0,OK
PARCEL_025,22/04/2026,0.527,24.9,1.0,OK
PARCEL_007,03-May-2026,0.494,27.7,0.0,OK
PARCEL_013,27-Mar-2026,0.392,30.4,0.0,OK
